chunk_id,doc_id,source,title,url,text
2800,1191,PubMed,A mouse model of sleep disorders in Parkinson's disease showing distinct effects of dopamine D2-like receptor activation.,https://pubmed.ncbi.nlm.nih.gov/37805096/,"Excessive daytime sleepiness (EDS) and sleep fragmentation are often observed in Parkinson's disease (PD) patients and are poorly understood despite their considerable impact on quality of life. We examined the ability of a neurotoxin-based mouse model of PD to reproduce these disorders and tested the potential counteracting effects of dopamine replacement therapy. Experiments were conducted in female mice with a unilateral 6-hydroxydopamine lesion of the medial forebrain bundle, leading to the loss of dopamine neurons projecting to the dorsal and ventral striatum. Sham-operated mice were used as control. Electroencephalographic and electromyographic recording was used to identify and quantify awaken, rapid eye movement (REM) and non-REM (NREM) sleep states. PD mice displayed enhanced NREM sleep and reduced wakefulness during the active period of the 24-hour circadian cycle, indicative o"
2801,1191,PubMed,A mouse model of sleep disorders in Parkinson's disease showing distinct effects of dopamine D2-like receptor activation.,https://pubmed.ncbi.nlm.nih.gov/37805096/,"REM) sleep states. PD mice displayed enhanced NREM sleep and reduced wakefulness during the active period of the 24-hour circadian cycle, indicative of EDS. In addition, they also showed fragmentation of NREM sleep and increased slow-wave activity, a marker of sleep pressure. Electroencephalographic analysis of the PD model also revealed decreased density and increased length of burst-like thalamocortical oscillations (spindles). Treatment of PD mice with the dopamine receptor agonist, pramipexole, but not with L-DOPA, counteracted EDS by reducing the number, but not the length, of NREM sleep episodes during the first half of the active period. The present model recapitulates some prominent PD-related anomalies affecting sleep macro- and micro-structure. Based on the pharmacological profile of pramipexole these results also indicate the involvement of impaired dopamine D2/D3 receptor tra"
2802,1191,PubMed,A mouse model of sleep disorders in Parkinson's disease showing distinct effects of dopamine D2-like receptor activation.,https://pubmed.ncbi.nlm.nih.gov/37805096/,cro-structure. Based on the pharmacological profile of pramipexole these results also indicate the involvement of impaired dopamine D2/D3 receptor transmission in EDS.
2803,1192,PubMed,Sleep issues in Parkinson's disease.,https://pubmed.ncbi.nlm.nih.gov/15994219/,"Sleep disturbances in patients with Parkinson's disease (PD) are common, are often severe, and are typically underrecognized and ineffectively treated. After the recognition that some patients with PD could fall asleep unexpectedly when driving, with resulting dangerous consequences, it became evident not only that PD medications might be partly responsible but that there were many additional factors contributing to sleep disturbance in these patients. This review discusses the myriad sleep disorders seen in patients with PD, presents their diagnostic features, and gives recommendations on their management. Effective management of sleep disturbances and excessive daytime sleepiness can greatly improve the quality of life for patients with PD."
2804,1193,PubMed,Clinical characteristics of sleep disorders in patients with Parkinson's disease.,https://pubmed.ncbi.nlm.nih.gov/28224427/,"In order to investigate the sleep quality and influencing factors in patients with Parkinson's disease (PD), 201 PD patients were enrolled and underwent extensive clinical evaluations. Subjective sleep evaluation was assessed using the Pittsburgh Sleep Quality Index (PSQI), and the Epworth Sleepiness Scale (ESS). It was found that poor sleep quality (77.11%) and excessive daytime sleepiness (32.34%) were commonly seen in PD patients and positively correlated with disease severity. Then 70 out of the 201 PD patients and 70 age- and sex-matched controls underwent a polysomnographic recording. The parameters were compared between PD group and control group and the influencing factors of sleep in PD patients were analyzed. The results showed that sleep efficiency (SE) was significantly decreased (P<0.01), and sleep latency (SL) and the arousal index (AI) were increased (P<0.05) in the PD gro"
2805,1193,PubMed,Clinical characteristics of sleep disorders in patients with Parkinson's disease.,https://pubmed.ncbi.nlm.nih.gov/28224427/,"at sleep efficiency (SE) was significantly decreased (P<0.01), and sleep latency (SL) and the arousal index (AI) were increased (P<0.05) in the PD group as compared with those in the control group. SE and total sleep time (TST) were positively correlated with the Hoehn and Yahr (H&Y) stage. There was significant difference in the extent of hypopnea and hypoxemia between the PD group and the control group (P<0.05). Our results indicate that PD patients have an overall poor sleep quality and a high prevalence of sleep disorder, which may be correlated with the disease severity. Respiratory function and oxygen supply are also affected to a certain degree in PD patients."
2806,1194,PubMed,Sleep in Parkinson's Disease with Impulse Control Disorder.,https://pubmed.ncbi.nlm.nih.gov/30099617/,"This paper aims to explore the relationship between impulse-control disorders (ICDs) and sleep problems in patients with Parkinson's disease (PD) among scientific literature. Previously published results are controversial and sometimes inconclusive. ICDs and sleep disruption represent important non-motor features of Parkinson's disease, responsible for reducing quality of life and increasing burden of disease. The relationship between sleep problems and ICDs is complex and bidirectional. Indeed, sleep disturbances and fragmentation may play a crucial role in increasing susceptibility to impulsive behavior and may represent a risk factor for developing ICDs in PD patients. Moreover, REM sleep behavior disorder (RBD) and restless legs syndrome (RLS) have been indicated as independent risk factors for ICDs in PD patients. On the other hand, also ICDs may lead to sleep restriction and fragme"
2807,1194,PubMed,Sleep in Parkinson's Disease with Impulse Control Disorder.,https://pubmed.ncbi.nlm.nih.gov/30099617/,"e (RLS) have been indicated as independent risk factors for ICDs in PD patients. On the other hand, also ICDs may lead to sleep restriction and fragmentation, suggesting a bidirectional relationship. The association between sleep problems and ICDs in PD is far from being completely understood. Further studies are needed to confirm the nature of this relationship and its pathophysiology."
2808,1195,PubMed,Association between serum neurofilament light chain levels and sleep disorders in patients with Parkinson's disease.,https://pubmed.ncbi.nlm.nih.gov/37437874/,"This study aimed to investigate the levels of serum neurofilament light chain (NFL) and glial fibrillary acidic protein (GFAP) in patients with Parkinson's disease (PD) and PD patients with sleep disorders (PD-SD), as well as the relationship between these proteins and sleep disorders in PD patients. A total of 96 PD patients and 38 healthy controls (HC) were included in this study, of which 70 PD patients experienced sleep disorders. Both motor symptoms and sleep conditions were assessed in all PD patients. The ultrasensitive single molecule array (SIMOA) technique was used to quantify NFL and GFAP in the serum. All data were statistically analyzed using SPSS 23.0. Serum NFL and GFAP levels were significantly higher in PD patients than in HC. Similarly, PD-SD patients exhibited higher levels of these two proteins than PD patients without sleep disorders (PD-NSD). In addition, both serum"
2809,1195,PubMed,Association between serum neurofilament light chain levels and sleep disorders in patients with Parkinson's disease.,https://pubmed.ncbi.nlm.nih.gov/37437874/,"HC. Similarly, PD-SD patients exhibited higher levels of these two proteins than PD patients without sleep disorders (PD-NSD). In addition, both serum GFAP and NFL were significantly associated with sleep-related scales in PD patients. After covariate-adjusted binary logistic regression analysis, NFL remained statistically significant in PD patients with or without sleep disorders, unlike GFAP. Our findings substantiate that serum NFL and GFAP levels are elevated in PD and PD-SD, suggesting neurological axon damage in PD patients, which may be more severe in PD-SD than in PD-NSD. These findings may affect disease diagnosis and provide the foothold for future studies on the underlying mechanisms."
